"parcela","location","sizeplot","state","Name","plotID","year","owner","Alive.parcela","Dead.parcela","AGB","min.DBH","max.DBH","mean.DBH","sd.DBH","areaplot35","areaplot10","AGB10","ACD10","AGB35","ACD35","AGB.plot","ACD","min.height","max.height","mean.height","sd.height","min.WD","max.WD","mean.WD","sd.WD","No.trees","No.palms","No.families","No.genus","No.species","BA10","BA10.plot","BA35","BA35.plot","Basal.area.plot","WD10","WD35","WD.C1","WD.C2"
"FEG_A01 P02 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P02",2017,"MarVin",529,0,349.833436779944,10,106.9,23.8421550094518,16.2000929397405,1,1,88.7383321531766,42.5943994335248,260.681576915488,125.127156919434,349.419909068665,167.721556352959,11.52033,44.05572,18.1191127410208,6.21736290060678,0.265,0.955,0.560382032703214,0.134927668079006,"442","87",28,55,62,132227.380696865,132227.380696865,212781.609808037,212781.609808037,34.5008990504902,0.531497159048037,0.565677776098412,0.548587467573225,0.552577788597914
"FEG_A01 P03 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P03",2017,"MarVin",591,0,360.571098179197,10,141.4,23.5018612521151,15.3729394624551,1,1,94.2565983092774,45.2431671884531,265.523949263033,127.451495646256,359.780547572311,172.694662834709,11.52033,50.87921,18.1235977664975,5.95136968026932,0.23,0.955,0.552346217766498,0.137186994236106,"488","103",30,55,63,142220.504184596,142220.504184596,223668.649923401,223668.649923401,36.5889154107997,0.524407920986546,0.556677229963881,0.540542575475214,0.544134203364381
"FEG_A01 P04 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P04",2017,"MarVin",622,0,383.950174833733,10,201.9,21.5099678456592,16.7433856577452,1,1,103.554927600518,49.7063652482487,274.176292465749,131.60462038356,377.731220066268,181.310985631808,11.52033,60.85189,17.4138002148085,5.90166564088954,0.265,0.92275,0.563532283279743,0.109673017906666,"554","68",33,58,65,146987.941722253,146987.941722253,215770.112651617,215770.112651617,36.275805437387,0.556788363913455,0.507705044512,0.532246704212727,0.527593386079408
"FEG_A01 P05 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P05",2017,"MarVin",800,0,230.232806561588,10,98.8,19.644125,10.1225403314992,1,1,128.087021963729,61.48177054259,104.194911452311,50.0135574971093,232.28193341604,111.495328039699,11.52033,42.28113,16.8240629358963,4.21349603055571,0.23,0.955,0.523540531,0.149520498675901,"593","207",32,58,65,203917.20558287,203917.20558287,102846.365824459,102846.365824459,30.6763571407329,0.505274812080107,0.505301770729257,0.505288291404682,0.505283850308081
"FEG_A01 P06 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P06",2017,"MarVin",656,0,330.104770768059,10.1,152.3,21.3876524390244,14.7336945706743,1,1,105.759881553876,50.7647431458605,222.966953549915,107.024137703959,328.726835103791,157.78888084982,11.59068,52.83516,17.2586620928506,5.60212961751208,0.23,0.955,0.564797798170732,0.119492392707987,"571","85",35,69,77,151787.847619985,151787.847619985,195565.27365932,195565.27365932,34.7353121279305,0.557082511546143,0.519548640880085,0.538315576213114,0.535950351681661
"FEG_A01 P07 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P07",2017,"MarVin",646,0,348.633877284557,10,153,22.250773993808,14.1711090862126,1,1,110.015870228265,52.8076177095671,237.847572625276,114.166834860132,347.863442853541,166.974452569699,11.52033,52.95801,17.7500772280701,5.55779861894769,0.23,0.955,0.565815877244582,0.141304177342054,"557","89",31,52,61,155914.761539465,155914.761539465,197013.123757617,197013.123757617,35.2927885297082,0.5555946947949,0.562181751844973,0.558888223319936,0.559271753876565
"FEG_A01 P08 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P08",2017,"MarVin",610,0,323.016456350957,10,120.6,21.8027914614122,13.9053476350943,1,1,110.23986018223,52.9151328874702,212.073765650165,101.795407512079,322.313625832394,154.710540399549,11.52033,46.89488,17.5415585974033,5.60779025483688,0.23,0.955,0.59836069819376,0.108603699495313,"586","23",30,51,59,144654.743690285,144654.743690285,175047.367105111,175047.367105111,31.9702110795396,0.599376200275915,0.574827716935857,0.587101958605886,0.585935102360078
"FEG_A01 P09 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P09",2017,"MarVin",761,0,337.156716965234,10,99.8,20.607358738502,11.4482300856292,1,1,147.377653599636,70.7412737278254,190.377873332286,91.3813791994971,337.755526931922,162.122652927322,11.52033,42.50446,17.1823546894192,5.02133289830732,0.23,0.955,0.644491621024967,0.10709642310469,"744","17",30,46,52,181927.49428638,181927.49428638,150119.85827047,150119.85827047,33.204735255685,0.639502298821131,0.645864760985686,0.642683529903409,0.642378791920803
"FEG_A01 P10 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P10",2017,"MarVin",676,0,322.100466908853,10,101.3,21.5745913818722,12.8024432373737,1,1,119.666343621322,57.4398449382347,203.017514918006,97.4484071606429,322.683858539328,154.888252098878,11.52033,42.8371448037928,17.4311108220366,5.2783790097016,0.23,0.955,0.606068580832095,0.139104529156574,"612","61",36,66,75,160256.976657477,160256.976657477,172279.906720637,172279.906720637,33.2536883378114,0.596310434075313,0.5794734368557,0.587891935465506,0.587587563153496
"FEG_A01 P11 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P11",2017,"MarVin",904,0,396.944853034111,10,137,22.0579646017699,12.9249320243801,1,1,151.006498849072,72.4831194475546,246.080096555845,118.118446346806,397.086595404917,190.60156579436,11.52033,50.06546,17.6337910088626,5.20131522160555,0.23,0.955,0.507004153982301,0.146143151223282,"809","95",34,66,74,240810.750237714,240810.750237714,223119.452403664,223119.452403664,46.3930202641378,0.488560830804896,0.52546030347316,0.507010567139028,0.506307013504045
"FEG_A01 P12 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P12",2017,"MarVin",661,0,247.034214327534,10,103.6,20.6986384266263,11.3757829417253,1,1,108.379160802242,52.0219971850764,139.902233865919,67.1530722556413,248.281394668162,119.175069440718,11.52033,43.34203,17.0504727250009,4.70432920469388,0.23,0.955,0.547184017549168,0.142352625224975,"552","109",34,65,73,165703.0453322,165703.0453322,123798.016368386,123798.016368386,28.9501061700586,0.526790940982081,0.555960201428883,0.541375571205482,0.539264458561031
"FEG_A01 P13 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P13",2017,"MarVin",797,0,247.512343441433,10,77.6,18.6908406524467,9.68007739705725,1,1,139.959226424004,67.1804286835218,108.57902762324,52.1179332591554,248.538254047244,119.298361942677,11.52033,37.21893,16.2812179700824,4.3736442653222,0.23,0.955,0.624627603011292,0.127420192611072,"758","39",33,60,73,182669.617010975,182669.617010975,94590.2917467514,94590.2917467514,27.7259908757726,0.62101438096926,0.598426305705274,0.609720343337267,0.613308208667642
"FEG_A01 P14 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P14",2017,"MarVin",729,0,307.978342563547,10,99.4,20.3207133058985,11.2608980931417,1,1,146.110380141938,70.1329824681302,162.086565304631,77.8015513462227,308.196945446569,147.934533814353,11.52033,42.41528,17.0491704723695,4.79779945163871,0.23,0.955,0.645898877229081,0.101910085810826,"715","14",28,47,54,180288.32119548,180288.32119548,128642.611421615,128642.611421615,30.8930932617096,0.64759036508195,0.609030596898455,0.628310480990202,0.63153360691625
"FEG_A01 P15 100x100 2017","FEG_A01","100x100","AC","FE_Gregorio_2017","P15",2017,"MarVin",659,0,304.082829968498,10,96.2,21.0036418816388,12.3826940258008,1,1,127.703459835255,61.2976607209226,176.55454971844,84.746183864851,304.258009553695,146.043844585774,11.52033,41.6946,17.2808344720418,5.20971652752963,0.23,0.8520833,0.608741781638847,0.112855110991769,"638","21",27,49,55,166730.825222803,166730.825222803,140840.269014186,140840.269014186,30.7571094236989,0.600169253841729,0.60155858588694,0.600863919864334,0.600805444636845
"FEL_A01 P01 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P01",2018,"MarVin",546,11,308.081154472892,10,89.3,23.2484346224678,13.565245924478,1,1,97.5321699836832,46.8154415921679,211.12930424852,101.34206603929,308.661474232203,148.157507631457,11.52033,40.09449,18.3635192957068,5.59188662704101,0.265,0.864,0.564875636082841,0.132360520766528,"476","67",27,54,61,134772.455591373,134772.455591373,174063.797277125,174063.797277125,30.8836252868498,0.557140522106354,0.602400797644987,0.57977065987567,0.58264975346404
"FEL_A01 P02 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P02",2018,"MarVin",516,17,261.149356412629,10,84.1,22.7294117647059,13.0543054060204,1,1,92.6693737782945,44.4812994135814,169.068559359854,81.1529084927299,261.737933138148,125.634207906311,11.52033,38.84342,18.0968997718616,5.37633925729564,0.23,0.8729333,0.554190876862745,0.12255982998586,"446","64",31,56,62,131264.43542465,131264.43542465,143798.117767449,143798.117767449,27.5062553192099,0.544129871601121,0.582940721117629,0.563535296359375,0.564419536786959
"FEL_A01 P03 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P03",2018,"MarVin",476,20,273.460954596957,10,95.7,23.8629473684211,14.3056189628665,1,1,87.7138920725057,42.1026681948027,185.920220700942,89.2417059364524,273.634112773448,131.344374131255,11.52033,41.58081,18.3755497788993,5.7488128708179,0.23,0.955,0.53723090701385,0.134289660079558,"400","75",31,58,61,127429.18696713,127429.18696713,161195.660980425,161195.660980425,28.8624847947555,0.522283123473992,0.56350718503747,0.542895154255731,0.54530657380849
"FEL_A01 P04 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P04",2018,"MarVin",552,38,240.089190632309,10.1,96.1,21.8409506398537,12.0311700417907,1,1,101.244524308563,48.5973716681103,139.750784007633,67.0803763236637,240.995308316196,115.677747991774,11.59068,41.67187,17.6970863746238,5.00044368131237,0.23,0.8729333,0.542405527345329,0.123488083759846,"462","85",28,61,66,149517.253675621,149517.253675621,117492.06236845,117492.06236845,26.7009316044071,0.523210352698441,0.582329152857017,0.552769752777729,0.549224387932451
"FEL_A01 P05 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P05",2018,"MarVin",537,26,252.36879980589,10,163.9,20.9225140712946,13.361141181335,1,1,92.7286049767681,44.5097303888487,158.060031506696,75.8688151232143,250.788636483464,120.378545512063,11.52033,54.83096,17.3207729990804,5.19084831526014,0.23,0.8520833,0.563391755258221,0.110344201282358,"466","67",29,64,71,129919.174034457,129919.174034457,127922.558385413,127922.558385413,25.7841732419869,0.562091379978754,0.547481364656641,0.554786372317698,0.554842939159983
"FEL_A01 P06 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P06",2018,"MarVin",566,28,227.693525816987,10,89.9,20.4613190730838,11.6634939190534,1,1,95.8831380711152,46.0239062741353,132.523242194741,63.6111562534758,228.406380265856,109.635062527611,11.52033,40.23626,17.1337649357521,4.90737576477265,0.23,0.8520833,0.579879757366232,0.123989429845472,"478","83",33,60,64,132649.673581361,132649.673581361,111650.121603448,111650.121603448,24.4299795184809,0.573252059105829,0.59867929527603,0.58596567719093,0.584872838436794
"FEL_A01 P07 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P07",2018,"MarVin",490,13,220.318663312067,10,101.3,21.6108163265306,13.1734870901153,1,1,80.6530272904549,38.7134530994184,140.158566567279,67.2761119522938,220.811593857734,105.989565051712,11.52033,42.8371448037928,17.5229881062516,5.36203690016664,0.23,0.955,0.550339271160043,0.141353514184873,"408","82",34,66,72,116331.039679426,116331.039679426,130052.173359446,130052.173359446,24.6383213038872,0.548674854369974,0.525287871127972,0.536981362748973,0.536330149706741
"FEL_A01 P08 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P08",2018,"MarVin",614,16,262.396212161386,10,102.8,20.9334426229508,11.8997452588602,1,1,110.954324015518,53.2580755274489,152.030944795238,72.9748535017145,262.985268810757,126.232929029163,11.5203276074921,43.16712,17.3573555548434,4.94556847062695,0.23,0.8729333,0.562621218421053,0.140444962117207,"507","103",31,58,64,156742.217774512,156742.217774512,120930.826125124,120930.826125124,27.7673043899636,0.54984642563791,0.617775048033248,0.583810736835579,0.579430371952767
"FEL_A01 P09 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P09",2018,"MarVin",513,22,202.357235899246,10,97.4,20.6076320939335,12.1712792949691,1,1,85.4957028113438,41.037937349445,117.275718408123,56.2923448358993,202.771421219467,97.3302821853443,11.52033,41.96638,17.1430438053774,5.01315264695884,0.23,0.864,0.548998902921688,0.128678790132705,"443","68",31,60,62,126187.04835579,126187.04835579,103589.109013602,103589.109013602,22.9776157369392,0.536828683893131,0.546734169312867,0.541781426602999,0.541294336120608
"FEL_A01 P10 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P10",2018,"MarVin",602,26,190.467890758076,10,73.8,19.2790697674419,9.35350986993499,1,1,119.64990459689,57.4319542065071,72.3848727087488,34.7447389001994,192.034777305639,92.1766931067065,11.52033,36.23497,16.7154103944716,4.20891048726469,0.267,0.8729333,0.605321971320744,0.110257857278979,"531","71",28,53,58,154627.297600116,154627.297600116,62404.3372895137,62404.3372895137,21.703163488963,0.610997649633516,0.592564400815172,0.601781025224344,0.605697433021378
"FEL_A01 P11 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P11",2018,"MarVin",455,17,268.5183761083,10,101.5,23.1616740088106,14.4562454042221,1,1,78.1106023242961,37.4930891156621,189.983213398896,91.19194243147,268.093815723192,128.685031547132,11.52033,42.8813,18.3472658560457,5.71837364776508,0.23,0.955,0.540223895127135,0.124700623603648,"371","83",32,62,67,114485.353995442,114485.353995442,151154.824554268,151154.824554268,26.564017854971,0.527666550860793,0.585555883086264,0.556611216973529,0.560606793198672
"FEL_A01 P12 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P12",2018,"MarVin",486,18,191.12369323827,10,150.9,20.6625514403292,12.4591620274071,1,1,77.7857256566143,37.3371483151749,113.12884593645,54.3018460494961,190.914571593065,91.638994364671,11.52033,52.58849,17.2224507902141,4.81662082939714,0.23,0.955,0.537355738668688,0.138775547086823,"396","90",29,59,64,117501.110155292,117501.110155292,104593.970985798,104593.970985798,22.209508114109,0.530181214879476,0.506828266642615,0.518504740761046,0.519183323445909
"FEL_A01 P13 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P13",2018,"MarVin",477,32,221.905268850336,10,85.9,21.4165605095541,12.9711489039875,1,1,81.8028514375176,39.2653686900085,140.523946681542,67.4514944071401,222.326798119059,106.716863097149,11.52033,39.28114,17.5416542984048,5.33018170474876,0.23,0.8729333,0.566946603594443,0.148338984737996,"386","85",29,56,62,114693.382406981,114693.382406981,117086.223575477,117086.223575477,23.1779605982458,0.558741606029815,0.58182209599049,0.570281851010152,0.570400989935971
"FEL_A01 P14 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P14",2018,"MarVin",596,21,182.907674244595,10,89.1,19.3234006734007,10.3039216106088,1,1,94.1785489224571,45.2057034827794,89.2194565231136,42.8253391310945,183.398005445571,88.0310426138739,11.52033,40.04712,16.6225925184081,4.40297614008962,0.23,0.8520833,0.529847837660228,0.109133137505217,"520","74",28,53,61,145040.334918605,145040.334918605,78605.8840332498,78605.8840332498,22.3646218951855,0.51572933814932,0.572114291370519,0.543921814759919,0.535547196528048
"FEL_A01 P15 100x100 2018","FEL_A01","100x100","AC","FE_Liberdade_2018","P15",2018,"MarVin",452,25,172.696606078084,10,131.8,20.7971175166297,12.1403007699125,1,1,77.3841963281053,37.1444142374906,95.160311323285,45.6769494351768,172.54450765139,82.8213636726673,11.52033,49.08447,17.3482676386815,4.9596369921027,0.23,0.8729333,0.531088753636573,0.107200920561429,"381","70",29,57,64,114786.381403509,114786.381403509,90509.3707437199,90509.3707437199,20.5295752147228,0.52445826375641,0.496710609564191,0.510584436660301,0.512225069965089
"FEM_A01 P01 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P01",2017,"MarVin",593,44,176.045993929212,10,74.2,19.4677908937605,10.095854347714,1,1,97.2000147026156,46.6560070572555,79.7681229708796,38.2886990260222,176.968137673495,84.9447060832777,11.52033,36.33981,16.6101799830806,4.47537863488488,0.23,0.8520833,0.546785012816189,0.11938343837243,"547","46",29,56,59,146550.396405424,146550.396405424,77354.3049359862,77354.3049359862,22.390470134141,0.529671142861256,0.533235262107343,0.5314532024843,0.530902470141739
"FEM_A01 P02 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P02",2017,"MarVin",538,26,283.278337933711,10,181.4,21.4736059479554,14.0876112884562,1,1,92.1025604450432,44.2092290136207,189.270806333714,90.8499870401826,281.373366778757,135.059216053803,11.52033,57.69412,17.4780740086002,5.50100394070037,0.23,0.8520833,0.572166533271375,0.122445340480276,"489","49",21,47,50,127558.981867613,127558.981867613,150985.39846246,150985.39846246,27.8544380330073,0.567209895260384,0.567048631615645,0.567129263438015,0.56712248206027
"FEM_A01 P03 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P03",2017,"MarVin",523,17,315.827722207052,10,116.6,23.5917782026769,15.1469060764955,1,1,92.679228134103,44.4860295043695,223.226291181166,107.14861976696,315.905519315269,151.634649271329,11.52033,46.08538,18.293956042212,5.91252832984317,0.23,0.8963846,0.550344795793499,0.123763205472717,"429","94",28,53,57,134137.853875348,134137.853875348,188542.172596385,188542.172596385,32.2680026471733,0.537653396629543,0.551936395729748,0.544794896179646,0.545998963322934
"FEM_A01 P04 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P04",2017,"MarVin",525,15,325.564285887881,10,197.4,22.4139047619048,16.4024498086029,1,1,83.6559243798157,40.1548437023115,239.213380039721,114.822422419066,322.869304419537,154.977266121378,11.50923,60.17527,17.6348683070563,5.93915900646519,0.267,0.8520833,0.539754890285714,0.121355463702705,"420","105",25,52,58,129098.684281119,129098.684281119,188774.171359871,188774.171359871,31.787285564099,0.513936745815814,0.554978060625191,0.534457403220503,0.538309824728252
"FEM_A01 P05 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P05",2017,"MarVin",525,11,289.885399810426,10,99.9,23.2828571428571,14.324778731774,1,1,90.5588639731013,43.4682547070886,200.206108745595,96.0989321978854,290.764972718696,139.567186904974,11.52033,42.52672,18.1729985404064,5.68239434118738,0.265,0.8520833,0.532089100761905,0.138620487248043,"415","110",27,53,57,139514.163485198,139514.163485198,168458.072863747,168458.072863747,30.7972236348944,0.508498973664344,0.561611133960425,0.535055053812384,0.537550852740128
"FEM_A01 P06 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P06",2017,"MarVin",530,7,320.79388293152,10,172.9,22.4132075471698,16.2077408952786,1,1,83.1121162493132,39.8938157996703,235.68575950578,113.129164562774,318.797875755093,153.022980362445,11.52033,56.3243,17.7569738928911,6.0483516263288,0.23,0.8520833,0.55134269754717,0.135966545005291,"440","90",29,55,64,123436.474031829,123436.474031829,194814.684342524,194814.684342524,31.8251158374353,0.53620986591573,0.532481827637537,0.534345846776634,0.533927779641189
"FEM_A01 P07 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P07",2017,"MarVin",478,16,334.131469350313,10,109.5,24.7119246861925,16.6631620233034,1,1,79.0918387060924,37.9640825789244,254.236330194496,122.033438493358,333.328168900588,159.997521072282,11.52033,44.60946,18.6881621719242,6.41187356368535,0.23,0.8520833,0.541737182426778,0.107531232433147,"412","66",24,43,47,116007.856189169,116007.856189169,217275.029780466,217275.029780466,33.3282885969636,0.532495045667005,0.537411395180597,0.534953220423801,0.535700130692205
"FEM_A01 P08 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P08",2017,"MarVin",487,29,353.641855830341,10,130,24.5392197125257,16.7353216136815,1,1,76.9617913971356,36.9416598706251,275.745782048956,132.357975383499,352.707573446091,169.299635254124,11.52033,48.73983,18.6433870712796,6.42461203518398,0.23,0.8520833,0.561375188501027,0.140893035001296,"399","88",30,53,58,111789.034976608,111789.034976608,225439.652096028,225439.652096028,33.7228687072636,0.545392594556727,0.564349538840563,0.554871066698645,0.558065439685206
"FEM_A01 P09 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P09",2017,"MarVin",533,34,323.566164396637,10,133.4,22.871669793621,16.21539938126,1,1,74.1951925565006,35.6136924271203,248.09553911211,119.085858773813,322.290731668611,154.699551200933,11.52033,49.3886,18.0091341826052,6.0731351262883,0.23,0.8729333,0.532050816885553,0.129100313335541,"424","109",26,50,58,115448.338537565,115448.338537565,213400.2443794,213400.2443794,32.8848582916965,0.521142844331361,0.525397698116997,0.523270271224179,0.523903953500813
"FEM_A01 P10 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P10",2017,"MarVin",566,21,279.260133950881,10,119.7,22.3385159010601,13.7713580125696,1,1,99.3177378490874,47.672514167562,180.272856885416,86.5309713049996,279.590594734503,134.203485472562,11.52033,46.7140648286826,17.8721594442221,5.48522101547245,0.23,0.8520833,0.532115341342756,0.130022320963202,"462","104",25,56,67,148038.176146348,148038.176146348,157946.413800578,157946.413800578,30.5984589946926,0.521189611522592,0.531520413787305,0.526355012654949,0.526522276052127
"FEM_A01 P11 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P11",2017,"MarVin",519,22,324.211530698287,10,115.3,23.7811175337187,15.1322468169602,1,1,89.4038722298244,42.9138586703157,234.915201528044,112.759296733461,324.319073757869,155.673155403777,11.5203276074921,45.81897,18.4586145990707,6.02307427616109,0.23,0.8520833,0.566348709633911,0.127524225729725,"430","89",32,55,60,125194.454302907,125194.454302907,198491.879273643,198491.879273643,32.368633357655,0.552187650055874,0.565375916754621,0.558781783405248,0.560274997496439
"FEM_A01 P12 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P12",2017,"MarVin",516,34,285.668744437019,10,114.6,22.856007751938,15.065709240019,1,1,75.5537666499553,36.2658079919785,209.725725095422,100.668348045803,285.279491745377,136.934156037781,11.52033,45.67482,17.98342963773,5.80342022887129,0.23,0.825263,0.517118373062015,0.119405297219153,"425","91",31,57,62,123145.326932658,123145.326932658,180371.267095517,180371.267095517,30.3516594028174,0.492454413635725,0.531707151181257,0.512080782408491,0.515781197565694
"FEM_A01 P13 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P13",2017,"MarVin",633,16,331.014867649248,10,109.2,22.6587025316456,13.7219913341485,1,1,109.394536067086,52.5093773122012,222.697615294786,106.894855341497,332.092151361872,159.404232653698,11.52033,44.54594,17.7997920887047,5.47319429495055,0.23,0.8729333,0.564031449367089,0.155376791062463,"509","123",30,56,65,161998.345757399,161998.345757399,186162.636072777,186162.636072777,34.8160981830176,0.538128102341562,0.569949003685678,0.55403855301362,0.555142825948132
"FEM_A01 P14 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P14",2017,"MarVin",489,20,310.235076705954,10,151,23.3282208588957,15.4527207636811,1,1,92.8908579754549,44.5876118282184,216.641034152087,103.987696393002,309.531892127542,148.57530822122,11.52033,52.60615,18.1634277592457,5.91763808451634,0.23,0.8520833,0.562906134969325,0.133705853387306,"406","83",24,45,56,131073.238095753,131073.238095753,169455.073000327,169455.073000327,30.052831109608,0.54760353902901,0.576034693736367,0.561819116382689,0.563634652300327
"FEM_A01 P15 100x100 2017","FEM_A01","100x100","AC","FE_mogno_2017","P15",2017,"MarVin",540,20,280.124474131445,10,115.1,22.6701851851852,14.0864051081539,1,1,94.0843179189181,45.1604726010807,186.341706755375,89.4440192425799,280.426024674293,134.604491843661,11.52033,45.77783,18.0314036296849,5.6059692341592,0.23,0.8520833,0.528434206111111,0.118692070891991,"436","104",27,53,58,142236.479183239,142236.479183239,159731.985109136,159731.985109136,30.1968464292375,0.51133753060968,0.545401085029714,0.528369307819697,0.529356098144987
"FN_A01 P06 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P06",2015,"PaiSus",2,3,3.88628259747692,43.5,55.8,49.65,8.69741340859453,0.25,0.025,0,0,15.5451311235657,7.46166293931154,15.5451311235657,7.46166293931154,13.76,26.39,20.075,8.9307586463861,0.6893333,0.6893333,0.6893333,0,"2","0",1,1,1,NA,NA,3931.61681216965,15726.4672486786,NA,NA,0.6893333,0.6893333,0.6893333
"FN_A01 P07 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P07",2015,"PaiSus",1,4,0.729703240615354,36.1,36.1,36.1,NA,0.25,0.025,0,0,2.91881296246142,1.40103022198148,2.91881296246142,1.40103022198148,21.82,21.82,21.82,NA,0.479166666666667,0.479166666666667,0.479166666666667,NA,"1","0",1,1,1,NA,NA,1023.53874052119,4094.15496208475,NA,NA,0.479166666666667,0.479166666666667,0.479166666666667
"FN_A01 P08 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P08",2015,"PaiSus",1,4,1.7852707628108,48,48,48,NA,0.25,0.025,0,0,7.14108305124321,3.42771986459674,7.14108305124321,3.42771986459674,27.39,27.39,27.39,NA,0.54,0.54,0.54,NA,"1","0",1,1,1,NA,NA,1809.55736846772,7238.22947387088,NA,NA,0.54,0.54,0.54
"FN_A01 P09 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P09",2015,"PaiSus",6,4,3.54841236613137,11.2,47,22.7166666666667,16.1795446989916,0.25,0.025,8.72095095805087,4.18605645986442,13.3215543845377,6.3943461045781,22.0425053425886,10.5804025644425,11.46,30.21,17.7033333333333,7.978658199639,0.339835,0.8033333,0.541875866666667,0.151976282893742,"6","0",4,5,5,487.00969315949,19480.3877263796,2972.80273429405,11891.2109371762,3.13715986635558,0.492588197580957,0.611132517535118,0.551860357558038,0.537521690741336
"FN_A01 P10 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P10",2015,"PaiSus",11,6,12.0563448751148,10,51.5,31.4272727272727,16.3661291030647,0.25,0.025,6.82262579582776,3.27486038199733,47.5431167555592,22.8206960426684,54.365742551387,26.0955564246657,8.85,30.53,19.8363636363636,7.77788952444977,0.4559375,0.92275,0.654986645454545,0.141242710218102,"11","0",7,10,10,411.155938538564,16446.2375415426,10225.4207025184,40901.6828100735,5.7347920351616,0.533348590019102,0.710235529636673,0.621792059827888,0.65950789018418
"FN_A01 P11 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P11",2015,"PaiSus",17,0,18.3383521512058,12.6,62.7,36.7,16.1374564290659,0.25,0.025,32.5535577699224,15.6257077295627,70.0980535764604,33.647065716701,102.651611346383,49.2727734462638,10,30.64,20.9135294117647,6.11005926851008,0.46,0.8212,0.598560483299987,0.114931362633783,"17","0",9,12,12,989.3739204134,39574.956816536,20266.4927481241,81065.9709924964,12.0640927809032,0.724645328359702,0.537718181151939,0.631181754755821,0.599037618203149
"FN_A01 P12 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P12",2015,"PaiSus",5,6,3.37448005729156,11.7,42,23.7,12.5105955094072,0.25,0.025,56.939094405031,27.3307653144149,7.80401126177724,3.74592540565307,64.7431056668082,31.0766907200679,13.69,29.89,20.08,7.5391511458519,0.5861111,0.7994,0.66089586,0.0920092227457824,"5","0",3,4,4,1312.01548593707,52480.6194374828,1385.4423602331,5541.76944093239,5.80223888784152,0.714103385298502,0.7078571,0.710980242649251,0.713506797090817
"FN_A01 P13 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P13",2015,"PaiSus",34,2,48.2420419832669,10.3,71.3,35.5617647058824,17.2353761412636,0.25,0.025,67.4650927380086,32.3832445142441,186.239248591418,89.3948393238809,253.704341329427,121.778083838125,6.61,33.27,21.7729391176471,6.54892738499254,0.474,0.92275,0.676941212711751,0.106413002531038,"34","0",13,21,22,1994.89562706625,79795.82508265,39474.6379091252,157898.551636501,23.7694376719151,0.705624084779408,0.674927958187213,0.69027602148331,0.685232883285041
